hu_ngram,n,en_word,en_pron,cost,count
misé + n,2,mix,m ɪ k s,2.42,1
mon + ar,2,mind,m aɪ n d,2.42,1
mon + ál,2,mind,m aɪ n d,2.42,1
mulá + t,2,miles,m aɪ l z,2.42,1
nes + to,2,left,l ɛ f t,2.42,1
nick + i,2,think,θ ɪ ŋ k,2.42,1
nin + dzsa,2,hint,h ɪ n t,2.42,1
nin + dzsá,2,hint,h ɪ n t,2.42,1
nit + ív,2,notes,n oʊ t s,2.42,1
nuk + le,2,looks,l ʊ k s,2.42,1
nyelv + e,2,self,s ɛ l f,2.42,1
nyil + ag,2,killed,k ɪ l d,2.42,1
nyil + ak,2,killed,k ɪ l d,2.42,1
nyugt + a,2,looks,l ʊ k s,2.42,1
nyul + ak,2,pulled,p ʊ l d,2.42,1
nyul + at,2,pulled,p ʊ l d,2.42,1
pe + ace,2,pets,p ɛ t s,2.42,1
pe + are,2,pets,p ɛ t s,2.42,1
peg + as,2,pets,p ɛ t s,2.42,1
peg + az,2,pets,p ɛ t s,2.42,1
peng + ő,2,pink,p ɪ ŋ k,2.42,1
per + an,2,pets,p ɛ t s,2.42,1
per + be,2,pets,p ɛ t s,2.42,1
perc + e,2,pets,p ɛ t s,2.42,1
pi + ar,2,pink,p ɪ ŋ k,2.42,1
pic + as,2,pink,p ɪ ŋ k,2.42,1
pizzá + t,2,pink,p ɪ ŋ k,2.42,1
piá + n,2,pink,p ɪ ŋ k,2.42,1
piá + t,2,pink,p ɪ ŋ k,2.42,1
plom + i,2,place,p l eɪ s,2.42,1
pok + ém,2,talks,t ɔ k s,2.42,1
pon + ál,2,point,p ɔɪ n t,2.42,1
puhá + bb,2,pulled,p ʊ l d,2.42,1
rek + re,2,sex,s ɛ k s,2.42,1
ren + al,2,went,w ɛ n t,2.42,1
ren + he,2,went,w ɛ n t,2.42,1
reszt + i,2,left,l ɛ f t,2.42,1
reszt + ő,2,left,l ɛ f t,2.42,1
rik + án,2,six,s ɪ k s,2.42,1
rik + át,2,six,s ɪ k s,2.42,1
riká + s,2,six,s ɪ k s,2.42,1
riká + t,2,six,s ɪ k s,2.42,1
rit + ál,2,hits,h ɪ t s,2.42,1
seb + as,2,shelf,ʃ ɛ l f,2.42,1
seg + éd,2,shelf,ʃ ɛ l f,2.42,1
segg + be,2,shelf,ʃ ɛ l f,2.42,1
sejt + i,2,left,l ɛ f t,2.42,1
sen + al,2,went,w ɛ n t,2.42,1
seng + ő,2,shelf,ʃ ɛ l f,2.42,1
seny + be,2,shelf,ʃ ɛ l f,2.42,1
seny + re,2,shelf,ʃ ɛ l f,2.42,1
si + ás,2,shift,ʃ ɪ f t,2.42,1
si + óf,2,shift,ʃ ɪ f t,2.42,1
sib + le,2,shift,ʃ ɪ f t,2.42,1
simá + n,2,shift,ʃ ɪ f t,2.42,1
sin + at,2,shift,ʃ ɪ f t,2.42,1
sok + an,2,talks,t ɔ k s,2.42,1
sok + at,2,talks,t ɔ k s,2.42,1
sok + ra,2,talks,t ɔ k s,2.42,1
sol + ar,2,called,k ɔ l d,2.42,1
szeb + bre,2,self,s ɛ l f,2.42,1
szed + jük,2,self,s ɛ l f,2.42,1
szed + tA/,2,self,s ɛ l f,2.42,1
szeg + és,2,self,s ɛ l f,2.42,1
szeg + őd,2,self,s ɛ l f,2.42,1
szellő + z,2,self,s ɛ l f,2.42,1
szem + re,2,self,s ɛ l f,2.42,1
szem + élly,2,self,s ɛ l f,2.42,1
szem + ész,2,self,s ɛ l f,2.42,1
szem + öl,2,self,s ɛ l f,2.42,1
szem + ügy,2,self,s ɛ l f,2.42,1
szent + je,2,self,s ɛ l f,2.42,1
szer + be,2,self,s ɛ l f,2.42,1
szer + bi,2,self,s ɛ l f,2.42,1
szer + ről,2,self,s ɛ l f,2.42,1
szer + ük,2,self,s ɛ l f,2.42,1
szerv + e,2,self,s ɛ l f,2.42,1
szerv + é,2,self,s ɛ l f,2.42,1
szesz + ély,2,self,s ɛ l f,2.42,1
szev + asz,2,self,s ɛ l f,2.42,1
szi + asz,2,six,s ɪ k s,2.42,1
szij + jár,2,six,s ɪ k s,2.42,1
szint + je,2,six,s ɪ k s,2.42,1
szis + ta,2,six,s ɪ k s,2.42,1
sziv + acs,2,six,s ɪ k s,2.42,1
sziv + at,2,six,s ɪ k s,2.42,1
sziá + s,2,six,s ɪ k s,2.42,1
szobr + a,2,salt,s ɔ l t,2.42,1
szobr + á,2,salt,s ɔ l t,2.42,1
szobá + d,2,salt,s ɔ l t,2.42,1
szobá + t,2,salt,s ɔ l t,2.42,1
szok + nya,2,six,s ɪ k s,2.42,1
szok + nyá,2,six,s ɪ k s,2.42,1
szok + va,2,six,s ɪ k s,2.42,1
szonny + al,2,salt,s ɔ l t,2.42,1
szop + ni,2,salt,s ɔ l t,2.42,1
szop + ás,2,salt,s ɔ l t,2.42,1
szor + ral,2,salt,s ɔ l t,2.42,1
szorz + ó,2,sales,s eɪ l z,2.42,1
szulá + k,2,self,s ɛ l f,2.42,1
te + gyék,2,tells,t ɛ l z,2.42,1
te + gyél,2,tells,t ɛ l z,2.42,1
te + gyük,2,tells,t ɛ l z,2.42,1
te + ség,2,tells,t ɛ l z,2.42,1
teb + an,2,tells,t ɛ l z,2.42,1
tej + út,2,tells,t ɛ l z,2.42,1
tel + jük,2,tells,t ɛ l z,2.42,1
tem + ér,2,tells,t ɛ l z,2.42,1
ten + nél,2,tells,t ɛ l z,2.42,1
ten + ném,2,tells,t ɛ l z,2.42,1
teny + ész,2,tells,t ɛ l z,2.42,1
ter + ci,2,tells,t ɛ l z,2.42,1
ter + vi,2,tells,t ɛ l z,2.42,1
terh + e,2,tells,t ɛ l z,2.42,1
term + e,2,tells,t ɛ l z,2.42,1
term + é,2,tells,t ɛ l z,2.42,1
terv + e,2,tells,t ɛ l z,2.42,1
teszt + je,2,tells,t ɛ l z,2.42,1
tesó + m,2,tells,t ɛ l z,2.42,1
tet + ve,2,gets,g ɛ t s,2.42,1
tett + ék,2,tells,t ɛ l z,2.42,1
tett + él,2,tells,t ɛ l z,2.42,1
tett + ük,2,tells,t ɛ l z,2.42,1
tető + t,2,gets,g ɛ t s,2.42,1
tev + és,2,tells,t ɛ l z,2.42,1
tev + őd,2,tells,t ɛ l z,2.42,1
ti + án,2,tips,t ɪ p s,2.42,1
tic + le,2,tips,t ɪ p s,2.42,1
tif + fany,2,tips,t ɪ p s,2.42,1
tih + am,2,tips,t ɪ p s,2.42,1
tik + ál,2,six,s ɪ k s,2.42,1
tiká + k,2,six,s ɪ k s,2.42,1
tis + ta,2,built,b ɪ l t,2.42,1
tis + te,2,built,b ɪ l t,2.42,1
tisz + af,2,tips,t ɪ p s,2.42,1
tisz + án,2,tips,t ɪ p s,2.42,1
tiszt + i,2,built,b ɪ l t,2.42,1
tiszt + je,2,tips,t ɪ p s,2.42,1
tiv + ad,2,tips,t ɪ p s,2.42,1
tiv + al,2,tips,t ɪ p s,2.42,1
tiz + án,2,tips,t ɪ p s,2.42,1
tol + las,2,talks,t ɔ k s,2.42,1
toll + ak,2,talks,t ɔ k s,2.42,1
toll + al,2,talks,t ɔ k s,2.42,1
toll + as,2,talks,t ɔ k s,2.42,1
toll + at,2,talks,t ɔ k s,2.42,1
tolly + al,2,talks,t ɔ k s,2.42,1
tom + ba,2,talks,t ɔ k s,2.42,1
tonná + s,2,talks,t ɔ k s,2.42,1
tonná + t,2,talks,t ɔ k s,2.42,1
top + he,2,types,t aɪ p s,2.42,1
tor + ba,2,talks,t ɔ k s,2.42,1
tor + ral,2,talks,t ɔ k s,2.42,1
tor + ál,2,talks,t ɔ k s,2.42,1
tork + a,2,talks,t ɔ k s,2.42,1
tork + á,2,talks,t ɔ k s,2.42,1
torl + ó,2,talks,t ɔ k s,2.42,1
torny + a,2,talks,t ɔ k s,2.42,1
tos + an,2,talks,t ɔ k s,2.42,1
vel + és,2,self,s ɛ l f,2.42,1
vel + ük,2,self,s ɛ l f,2.42,1
ven + ci,2,went,w ɛ n t,2.42,1
ven + öt,2,went,w ɛ n t,2.42,1
venc + e,2,went,w ɛ n t,2.42,1
veszt + ő,2,left,l ɛ f t,2.42,1
vet + él,2,gets,g ɛ t s,2.42,1
vit + al,2,hits,h ɪ t s,2.42,1
vitá + s,2,hits,h ɪ t s,2.42,1
vitá + t,2,hits,h ɪ t s,2.42,1
vitá + z,2,hits,h ɪ t s,2.42,1
vol + na,2,called,k ɔ l d,2.42,1
wit + ho,2,hits,h ɪ t s,2.42,1
zené + m,2,went,w ɛ n t,2.42,1
zené + s,2,went,w ɛ n t,2.42,1
zul + át,2,pulled,p ʊ l d,2.42,1
át + dolg,2,small,s m ɔ l,2.42,1
égisz + e,2,swiss,s w ɪ s,2.42,1
éjjel + i,2,smell,s m ɛ l,2.42,1
én + eke,2,snake,s n eɪ k,2.42,1
ész + eti,2,sweat,s w ɛ t,2.42,1
étel + e,2,still,s t ɪ l,2.42,1
étel + re,2,step,s t ɛ p,2.42,1
öget + ő,2,sweat,s w ɛ t,2.42,1
ölel + i,2,smell,s m ɛ l,2.42,1
fej + ez,2,fell,f ɛ l,2.44,53
biz + ony,2,his,h ɪ z,2.44,50
hely + ez,2,head,h ɛ d,2.44,46
vez + et,2,says,s ɛ z,2.44,46
nev + ez,2,net,n ɛ t,2.44,43
tud + om,2,would,w ʊ d,2.44,39
in + téz,2,ain't,eɪ n t,2.44,38
szer + ez,2,said,s ɛ d,2.44,35
vis + el,2,wish,w ɪ ʃ,2.44,35
jel + en,2,well,w ɛ l,2.44,32
het + et,2,get,g ɛ t,2.44,28
sor + oz,2,sean,ʃ ɔ n,2.44,27
leg + es,2,let,l ɛ t,2.44,26
te + het,2,tell,t ɛ l,2.44,26
ek + nek,2,x,ɛ k s,2.44,25
vesz + ély,2,yes,j ɛ s,2.44,25
szer + ek,2,said,s ɛ d,2.44,24
szer + en,2,said,s ɛ d,2.44,24
in + ter,2,ain't,eɪ n t,2.44,22
nyez + et,2,says,s ɛ z,2.44,21
tik + us,2,take,t eɪ k,2.44,21
egy + szer,2,x,ɛ k s,2.44,20
en + er,2,end,ɛ n d,2.44,20
fok + oz,2,talk,t ɔ k,2.44,20
visz + ony,2,this,ð ɪ s,2.44,20
be + fej,2,bed,b ɛ d,2.44,19
ker + es,2,ken,k ɛ n,2.44,19
le + het,2,let,l ɛ t,2.44,19
szel + lem,2,said,s ɛ d,2.44,19
tiz + en,2,his,h ɪ z,2.44,19
ki + fej,2,king,k ɪ ŋ,2.44,18
lek + ed,2,like,l aɪ k,2.44,18
old + ás,2,old,oʊ l d,2.44,18
pont + já,2,paul,p ɔ l,2.44,18
seb + es,2,web,w ɛ b,2.44,18
tet + ett,2,get,g ɛ t,2.44,18
mer + et,2,men,m ɛ n,2.44,17
szer + es,2,said,s ɛ d,2.44,17
csel + ek,2,well,w ɛ l,2.44,16
fer + en,2,fell,f ɛ l,2.44,16
gen + er,2,when,w ɛ n,2.44,16
kez + et,2,says,s ɛ z,2.44,16
koz + ik,2,call,k ɔ l,2.44,16
tel + jes,2,tell,t ɛ l,2.44,16
feny + eg,2,fell,f ɛ l,2.44,15
ged + ély,2,said,s ɛ d,2.44,15
ked + ik,2,could,k ʊ d,2.44,15
tan + i,2,turn,t ɝ n,2.44,15
tud + ás,2,would,w ʊ d,2.44,15
ek + ről,2,x,ɛ k s,2.44,14
ked + ett,2,could,k ʊ d,2.44,14
koz + ott,2,call,k ɔ l,2.44,14
néz + t,2,nice,n aɪ s,2.44,14
ter + em,2,tell,t ɛ l,2.44,14
hely + et,2,head,h ɛ d,2.44,13
het + ek,2,get,g ɛ t,2.44,13
teh + et,2,tell,t ɛ l,2.44,13
dok + um,2,talk,t ɔ k,2.44,12
jut + ott,2,put,p ʊ t,2.44,12
ker + esz,2,ken,k ɛ n,2.44,12
véd + ő,2,void,v ɔɪ d,2.44,12
ek + hez,2,x,ɛ k s,2.44,11
jel + ez,2,well,w ɛ l,2.44,11
jes + ít,2,yet,j ɛ t,2.44,11
kel + et,2,well,w ɛ l,2.44,11
kod + ik,2,could,k ʊ d,2.44,11
kom + mun,2,call,k ɔ l,2.44,11
len + es,2,when,w ɛ n,2.44,11
mely + ek,2,men,m ɛ n,2.44,11
semmi + s,2,shell,ʃ ɛ l,2.44,11
be + fek,2,bed,b ɛ d,2.44,10
bir + od,2,been,b ɪ n,2.44,10
en + tum,2,end,ɛ n d,2.44,10
het + ett,2,get,g ɛ t,2.44,10
hoz + ni,2,his,h ɪ z,2.44,10
kod + ott,2,could,k ʊ d,2.44,10
med + en,2,said,s ɛ d,2.44,10
meg + egy,2,men,m ɛ n,2.44,10
nep + el,2,net,n ɛ t,2.44,10
néz + ő,2,news,n u z,2.44,10
szer + et,2,said,s ɛ d,2.44,10
unk + at,2,inc,ɪ ŋ k,2.44,10
be + foly,2,bed,b ɛ d,2.44,9
bef + oly,2,bed,b ɛ d,2.44,9
biz + ot,2,his,h ɪ z,2.44,9
bony + ol,2,ball,b ɔ l,2.44,9
dem + el,2,them,ð ɛ m,2.44,9
e + ként,2,x,ɛ k s,2.44,9
ek + mény,2,x,ɛ k s,2.44,9
hely + es,2,head,h ɛ d,2.44,9
hoz + ás,2,his,h ɪ z,2.44,9
husz + on,2,house,h aʊ s,2.44,9
ház + á,2,his,h ɪ z,2.44,9
jog + os,2,y'all,j ɔ l,2.44,9
kev + er,2,ken,k ɛ n,2.44,9
koh + ol,2,call,k ɔ l,2.44,9
lep + et,2,let,l ɛ t,2.44,9
mel + lett,2,men,m ɛ n,2.44,9
nyit + ott,2,shit,ʃ ɪ t,2.44,9
pont + ja,2,paul,p ɔ l,2.44,9
sik + er,2,shit,ʃ ɪ t,2.44,9
zet + es,2,get,g ɛ t,2.44,9
degy + ik,2,death,d ɛ θ,2.44,8
dem + ok,2,them,ð ɛ m,2.44,8
dim + en,2,him,h ɪ m,2.44,8
dom + in,2,dog,d ɔ g,2.44,8
hely + ek,2,head,h ɛ d,2.44,8
hely + ett,2,head,h ɛ d,2.44,8
het + tek,2,head,h ɛ d,2.44,8
kez + ett,2,says,s ɛ z,2.44,8
leg + et,2,let,l ɛ t,2.44,8
meg + gyil,2,men,m ɛ n,2.44,8
meg + is,2,men,m ɛ n,2.44,8
szám + á,2,some,s ʌ m,2.44,8
szív + é,2,save,s eɪ v,2.44,8
ti + on,2,till,t ɪ l,2.44,8
tud + at,2,would,w ʊ d,2.44,8
be + men,2,them,ð ɛ m,2.44,7
be + von,2,bed,b ɛ d,2.44,7
ek + nél,2,x,ɛ k s,2.44,7
het + ed,2,get,g ɛ t,2.44,7
hossz + abb,2,hall,h ɔ l,2.44,7
in + tel,2,ain't,eɪ n t,2.44,7
jegy + ez,2,yet,j ɛ t,2.44,7
kez + em,2,says,s ɛ z,2.44,7
ki + fog,2,king,k ɪ ŋ,2.44,7
ki + nyit,2,king,k ɪ ŋ,2.44,7
koz + om,2,call,k ɔ l,2.44,7
me + het,2,men,m ɛ n,2.44,7
negy + ed,2,net,n ɛ t,2.44,7
sor + ok,2,sean,ʃ ɔ n,2.44,7
szer + ep,2,said,s ɛ d,2.44,7
tur + is,2,took,t ʊ k,2.44,7
be + biz,2,bed,b ɛ d,2.44,6
be + vet,2,bed,b ɛ d,2.44,6
ek + től,2,x,ɛ k s,2.44,6
en + tál,2,end,ɛ n d,2.44,6
fej + ed,2,fell,f ɛ l,2.44,6
fej + em,2,fell,f ɛ l,2.44,6
fog + ott,2,fall,f ɔ l,2.44,6
gyel + or,2,well,w ɛ l,2.44,6
hely + en,2,head,h ɛ d,2.44,6
het + ik,2,get,g ɛ t,2.44,6
hoz + ott,2,his,h ɪ z,2.44,6
ház + i,2,his,h ɪ z,2.44,6
in + tet,2,ain't,eɪ n t,2.44,6
kez + ik,2,says,s ɛ z,2.44,6
ki + es,2,king,k ɪ ŋ,2.44,6
kés + ő,2,cash,k æ ʃ,2.44,6
leh + et,2,let,l ɛ t,2.44,6
lév + ő,2,love,l ʌ v,2.44,6
nap + i,2,nope,n oʊ p,2.44,6
nev + et,2,net,n ɛ t,2.44,6
ol + dal,2,old,oʊ l d,2.44,6
szig + et,2,sit,s ɪ t,2.44,6
tel + lig,2,tell,t ɛ l,2.44,6
tes + ek,2,tell,t ɛ l,2.44,6
ved + ély,2,said,s ɛ d,2.44,6
vesz + ett,2,yes,j ɛ s,2.44,6
vesz + ik,2,yes,j ɛ s,2.44,6
vet + ett,2,get,g ɛ t,2.44,6
viz + ek,2,his,h ɪ z,2.44,6
be + jut,2,bed,b ɛ d,2.44,5
be + mut,2,them,ð ɛ m,2.44,5
bi + ol,2,been,b ɪ n,2.44,5
bic + ik,2,been,b ɪ n,2.44,5
dics + ér,2,did,d ɪ d,2.44,5
el + zár,2,eggs,ɛ g z,2.44,5
figy + el,2,fit,f ɪ t,2.44,5
get + eg,2,get,g ɛ t,2.44,5
hegy + ek,2,head,h ɛ d,2.44,5
ház + a,2,his,h ɪ z,2.44,5
hív + ó,2,have,h æ v,2.44,5
in + dul,2,and,ʌ n d,2.44,5
in + ten,2,ain't,eɪ n t,2.44,5
in + tély,2,ain't,eɪ n t,2.44,5
jer + uzs,2,yet,j ɛ t,2.44,5
kez + ek,2,says,s ɛ z,2.44,5
ki + em,2,king,k ɪ ŋ,2.44,5
koz + ol,2,call,k ɔ l,2.44,5
kép + e,2,keep,k i p,2.44,5
leg + en,2,let,l ɛ t,2.44,5
lem + et,2,them,ð ɛ m,2.44,5
lig + en,2,lit,l ɪ t,2.44,5
megy + ek,2,men,m ɛ n,2.44,5
mek + kor,2,men,m ɛ n,2.44,5
mot + iv,2,might,m aɪ t,2.44,5
nem + es,2,them,ð ɛ m,2.44,5
nov + em,2,nov,n oʊ v,2.44,5
rik + us,2,pick,p ɪ k,2.44,5
ril + is,2,will,w ɪ l,2.44,5
szem + em,2,some,s ʌ m,2.44,5
szenny + ez,2,said,s ɛ d,2.44,5
szeret + t,2,said,s ɛ d,2.44,5
szok + ott,2,talk,t ɔ k,2.44,5
szám + a,2,some,s ʌ m,2.44,5
szám + ú,2,some,s ʌ m,2.44,5
tet + ov,2,get,g ɛ t,2.44,5
tum + ok,2,time,t aɪ m,2.44,5
tur + ál,2,took,t ʊ k,2.44,5
ve + tet,2,get,g ɛ t,2.44,5
vesz + em,2,yes,j ɛ s,2.44,5
zet + ek,2,get,g ɛ t,2.44,5
bil + len,2,been,b ɪ n,2.44,4
civ + il,2,give,g ɪ v,2.44,4
dec + em,2,death,d ɛ θ,2.44,4
dig + it,2,did,d ɪ d,2.44,4
diá + k,2,did,d ɪ d,2.44,4
dok + ol,2,talk,t ɔ k,2.44,4
dor + ol,2,dog,d ɔ g,2.44,4
ek + ért,2,x,ɛ k s,2.44,4
ekv + és,2,x,ɛ k s,2.44,4
en + ség,2,end,ɛ n d,2.44,4
er + szeg,2,x,ɛ k s,2.44,4
gen + et,2,when,w ɛ n,2.44,4
goz + at,2,laws,l ɔ z,2.44,4
hely + em,2,head,h ɛ d,2.44,4
hes + sen,2,head,h ɛ d,2.44,4
hol + lan,2,hall,h ɔ l,2.44,4
hol + lywo,2,hall,h ɔ l,2.44,4
hor + iz,2,hall,h ɔ l,2.44,4
hul + lad,2,hook,h ʊ k,2.44,4
húz + ó,2,his,h ɪ z,2.44,4
in + dok,2,and,ʌ n d,2.44,4
in + teg,2,ain't,eɪ n t,2.44,4
jegy + ek,2,yet,j ɛ t,2.44,4
jel + leg,2,yet,j ɛ t,2.44,4
jog + ok,2,y'all,j ɔ l,2.44,4
kel + lem,2,ken,k ɛ n,2.44,4
kez + ed,2,says,s ɛ z,2.44,4
ki + von,2,give,g ɪ v,2.44,4
kis + eb,2,wish,w ɪ ʃ,2.44,4
kis + ebb,2,wish,w ɪ ʃ,2.44,4
kocsi + k,2,call,k ɔ l,2.44,4
kor + om,2,call,k ɔ l,2.44,4
kutyá + k,2,could,k ʊ d,2.44,4
le + hes,2,let,l ɛ t,2.44,4
láb + á,2,lab,l æ b,2.44,4
mek + ek,2,make,m eɪ k,2.44,4
men + nek,2,men,m ɛ n,2.44,4
mily + en,2,miss,m ɪ s,2.44,4
mon + it,2,man,m æ n,2.44,4
mond + ja,2,mall,m ɔ l,2.44,4
mos + oly,2,mall,m ɔ l,2.44,4
neh + ez,2,net,n ɛ t,2.44,4
old + ott,2,old,oʊ l d,2.44,4
old + ód,2,old,oʊ l d,2.44,4
per + es,2,pet,p ɛ t,2.44,4
rek + on,2,check,tʃ ɛ k,2.44,4
seny + ek,2,shell,ʃ ɛ l,2.44,4
seny + ez,2,shell,ʃ ɛ l,2.44,4
si + on,2,shit,ʃ ɪ t,2.44,4
szék + i,2,sick,s ɪ k,2.44,4
ter + ek,2,tell,t ɛ l,2.44,4
tett + ek,2,tell,t ɛ l,2.44,4
tiv + it,2,give,g ɪ v,2.44,4
tor + ok,2,talk,t ɔ k,2.44,4
túl + i,2,tell,t ɛ l,2.44,4
unk + on,2,inc,ɪ ŋ k,2.44,4
ved + és,2,said,s ɛ d,2.44,4
vel + en,2,well,w ɛ l,2.44,4
vid + ék,2,did,d ɪ d,2.44,4
vit + el,2,shit,ʃ ɪ t,2.44,4
vit + or,2,shit,ʃ ɪ t,2.44,4
zsidó + k,2,did,d ɪ d,2.44,4
be + nyom,2,bed,b ɛ d,2.44,3
bec + en,2,bed,b ɛ d,2.44,3
bi + ot,2,been,b ɪ n,2.44,3
busz + ok,2,book,b ʊ k,2.44,3
bél + i,2,bill,b ɪ l,2.44,3
col + um,2,call,k ɔ l,2.44,3
def + in,2,death,d ɛ θ,2.44,3
di + ag,2,did,d ɪ d,2.44,3
di + áb,2,did,d ɪ d,2.44,3
dob + ott,2,dog,d ɔ g,2.44,3
don + jog,2,dog,d ɔ g,2.44,3
dék + á,2,dick,d ɪ k,2.44,3
ek + tro,2,x,ɛ k s,2.44,3
en + tit,2,end,ɛ n d,2.44,3
en + ték,2,end,ɛ n d,2.44,3
en + túl,2,end,ɛ n d,2.44,3
er + dély,2,end,ɛ n d,2.44,3
er + zum,2,eggs,ɛ g z,2.44,3
erdő + k,2,end,ɛ n d,2.44,3
fej + ek,2,fell,f ɛ l,2.44,3
fel + leb,2,fell,f ɛ l,2.44,3
fir + en,2,fit,f ɪ t,2.44,3
fogy + ott,2,fall,f ɔ l,2.44,3
gik + us,2,pick,p ɪ k,2.44,3
győz + i,2,jews,dʒ u z,2.44,3
győz + ő,2,jews,dʒ u z,2.44,3
het + em,2,get,g ɛ t,2.44,3
hev + es,2,have,h æ v,2.44,3
hon + nan,2,hall,h ɔ l,2.44,3
hoz + záv,2,hall,h ɔ l,2.44,3
hullá + m,2,hook,h ʊ k,2.44,3
in + don,2,and,ʌ n d,2.44,3
in + gad,2,inc,ɪ ŋ k,2.44,3
int + és,2,ain't,eɪ n t,2.44,3
it + mus,2,it's,ɪ t s,2.44,3
jav + á,2,you've,j u v,2.44,3
jel + ek,2,well,w ɛ l,2.44,3
jes + ül,2,yet,j ɛ t,2.44,3
ked + el,2,could,k ʊ d,2.44,3
ked + tek,2,ken,k ɛ n,2.44,3
kes + er,2,cash,k æ ʃ,2.44,3
kett + es,2,ken,k ɛ n,2.44,3
ki + ben,2,king,k ɪ ŋ,2.44,3
ki + egy,2,king,k ɪ ŋ,2.44,3
ki + fut,2,king,k ɪ ŋ,2.44,3
ki + jut,2,king,k ɪ ŋ,2.44,3
ki + vesz,2,give,g ɪ v,2.44,3
kics + iny,2,king,k ɪ ŋ,2.44,3
kiv + it,2,give,g ɪ v,2.44,3
kol + lek,2,call,k ɔ l,2.44,3
kom + men,2,call,k ɔ l,2.44,3
kop + pen,2,call,k ɔ l,2.44,3
kor + osz,2,call,k ɔ l,2.44,3
kor + rup,2,call,k ɔ l,2.44,3
lat + i,2,lot,l ɑ t,2.44,3
le + bony,2,let,l ɛ t,2.44,3
le + gyen,2,let,l ɛ t,2.44,3
le + hull,2,let,l ɛ t,2.44,3
leg + el,2,let,l ɛ t,2.44,3
lem + ek,2,them,ð ɛ m,2.44,3
leny + om,2,let,l ɛ t,2.44,3
lev + es,2,love,l ʌ v,2.44,3
lib + er,2,lab,l æ b,2.44,3
lov + ag,2,love,l ʌ v,2.44,3
lov + ak,2,love,l ʌ v,2.44,3
lov + as,2,love,l ʌ v,2.44,3
lét + e,2,lot,l ɑ t,2.44,3
lő + ni,2,line,l aɪ n,2.44,3
med + ic,2,said,s ɛ d,2.44,3
med + it,2,said,s ɛ d,2.44,3
meg + es,2,men,m ɛ n,2.44,3
meg + esz,2,men,m ɛ n,2.44,3
mely + ik,2,men,m ɛ n,2.44,3
mer + ed,2,men,m ɛ n,2.44,3
mez + ek,2,men,m ɛ n,2.44,3
mi + el,2,miss,m ɪ s,2.44,3
mil + len,2,miss,m ɪ s,2.44,3
mod + oz,2,made,m eɪ d,2.44,3
mozi + k,2,laws,l ɔ z,2.44,3
mus + ok,2,push,p ʊ ʃ,2.44,3
mász + ó,2,miss,m ɪ s,2.44,3
műv + e,2,move,m u v,2.44,3
műv + é,2,move,m u v,2.44,3
ne + ur,2,net,n ɛ t,2.44,3
nev + ek,2,net,n ɛ t,2.44,3
nev + ük,2,net,n ɛ t,2.44,3
nov + el,2,nov,n oʊ v,2.44,3
nép + é,2,nope,n oʊ p,2.44,3
ped + ig,2,said,s ɛ d,2.44,3
pot + en,2,put,p ʊ t,2.44,3
pozs + ony,2,paul,p ɔ l,2.44,3
ref + er,2,jeff,dʒ ɛ f,2.44,3
ref + or,2,jeff,dʒ ɛ f,2.44,3
rep + ub,2,yep,j ɛ p,2.44,3
riv + ál,2,give,g ɪ v,2.44,3
sisz + en,2,this,ð ɪ s,2.44,3
sor + ak,2,sean,ʃ ɔ n,2.44,3
szak + i,2,sick,s ɪ k,2.44,3
szav + a,2,save,s eɪ v,2.44,3
szav + á,2,save,s eɪ v,2.44,3
szeg + ed,2,said,s ɛ d,2.44,3
szem + ek,2,some,s ʌ m,2.44,3
szer + rel,2,said,s ɛ d,2.44,3
szín + e,2,seen,s i n,2.44,3
szív + ó,2,save,s eɪ v,2.44,3
ter + et,2,tell,t ɛ l,2.44,3
ter + rel,2,tell,t ɛ l,2.44,3
ter + ror,2,tell,t ɛ l,2.44,3
tes + en,2,tell,t ɛ l,2.44,3
tesz + em,2,tell,t ɛ l,2.44,3
tet + ik,2,get,g ɛ t,2.44,3
ton + os,2,talk,t ɔ k,2.44,3
tud + ott,2,would,w ʊ d,2.44,3
tud + tA/,2,took,t ʊ k,2.44,3
un + der,2,and,ʌ n d,2.44,3
vesz + ed,2,yes,j ɛ s,2.44,3
vez + ény,2,says,s ɛ z,2.44,3
vez + ér,2,says,s ɛ z,2.44,3
vezet + t,2,says,s ɛ z,2.44,3
zed + ék,2,said,s ɛ d,2.44,3
zet + et,2,get,g ɛ t,2.44,3
an + da,2,and,ʌ n d,2.44,2
bat + i,2,but,b ʌ t,2.44,2
be + fog,2,bed,b ɛ d,2.44,2
be + fut,2,bed,b ɛ d,2.44,2
be + hoz,2,bed,b ɛ d,2.44,2
be + jel,2,bed,b ɛ d,2.44,2
be + megy,2,them,ð ɛ m,2.44,2
be + szer,2,yes,j ɛ s,2.44,2
bef + og,2,bed,b ɛ d,2.44,2
bik + us,2,been,b ɪ n,2.44,2
bony + od,2,ball,b ɔ l,2.44,2
bor + ok,2,ball,b ɔ l,2.44,2
bub + or,2,book,b ʊ k,2.44,2
busz + os,2,book,b ʊ k,2.44,2
csi + ság,2,wish,w ɪ ʃ,2.44,2
csok + ol,2,talk,t ɔ k,2.44,2
dan + i,2,down,d aʊ n,2.44,2
deh + ogy,2,death,d ɛ θ,2.44,2
dem + og,2,them,ð ɛ m,2.44,2
dev + el,2,death,d ɛ θ,2.44,2
di + ad,2,did,d ɪ d,2.44,2
